"","sa1","sa2","sa3","sa4","sa5","sa6","sa7","sa8","sa9","sa10","sa11","sa12","sa13","sa14","sa15","sa16","sa17","sa18","sa19","sa20","sa21","sa35","sa36","sa37","sa38","sa39","sa40","sa41","sa42","sa43","sa44","sa45","sa46","sa47","sa48","sa49","sa50","sa51","sa52","sa56","sa57","sa59","sa60","sa62","sa63"
"ARGSYNBSUB-PWY",0.00552478940514921,0.00584452078449718,0.00556513099790621,0.00548966167763041,0.00523290498350058,0.00527067588810467,0.00476164565698751,0.0061641647314381,0.00599116165688594,0.00548215792691391,0.00574817192094165,0.00520294128269845,0.00534307211578247,0.00573726154531446,0.00634183491912172,0.00553146647534283,0.0059202612880387,0.00567511498365296,0.00507318769414913,0.00568901580133312,0.00648505948362909,0.0047883290842705,0.00472372775061339,0.00557184936617044,0.00485984519462715,0.00632314787227852,0.00567616094050657,0.00564659844386079,0.00555391415889141,0.00588799747689836,0.00606462328140077,0.00579613700505808,0.00527420296793127,0.00584677438295141,0.00578278774954824,0.00588297306719666,0.00531806987755974,0.00478441294764652,0.00599460089564878,0.00457892783956343,0.00527984601995884,0.0047902452155466,0.00535689685454891,0.00517319974189653,0.00517078350786579
"ARO-PWY",0.00648150220054964,0.00702180253286657,0.00658119685909271,0.0061308326191176,0.00646128745842263,0.00600120984895743,0.00650434541757741,0.00645435405876392,0.00622766351550973,0.00664753519785663,0.00661839095325698,0.00629153777326073,0.00669879289379387,0.0067491695822534,0.00632481375890752,0.00634197391329007,0.00604028940509017,0.00686165523480517,0.00593566338886965,0.00613539791721114,0.00654705900466561,0.00656461729518588,0.00583804446313111,0.00608074115512144,0.00629314320888305,0.00684203190138519,0.00611720076253166,0.00662846303414121,0.00660501478503476,0.00624145189846928,0.00647894568310425,0.00615382324712602,0.00596959500478385,0.00686823436534065,0.00637693114961242,0.00600617679222909,0.00675534159109748,0.00688635629289963,0.00640477818991318,0.006228419924963,0.00665045833847227,0.00612311745457,0.00637316183570748,0.0059292721332175,0.00666927712829208
"ASPASN-PWY",0.0030365887435208,0.00362452297261338,0.000300179133251425,0.00164802137483877,0.00158605565905513,0.000369894586695012,0.00172507125238385,0.00319155490534363,0.00384036466219869,0.00303357768979855,0.00172316224260064,0.00153399938320171,0.00300005309886835,0.00326761734848564,0.000633947282624204,0.00210517159978883,0.00383399069800357,0.00372638473236287,0.00329156917958852,0.00245587597418016,0.00523184967359572,0.00197855950048776,0.00159833625907138,0.00303494949571285,0.00188700011431934,0.00416385260308805,0.00404617495546809,0.00115912833198721,0.00242631290613801,0.00461290689260705,0.00288919953552925,0.00324062555291763,0.00280189510024119,0.00248219435163481,0.000997687932160424,0.00379020624030322,0.00251379278842649,0.00249893368951402,0.00468191838720792,0.00099116178740717,0.000669942309437116,0.00151831495188319,0.00126967186406917,0.00183744048483125,0.000773170989376768
"AST-PWY",0.000237798142176406,5.41706200973567e-05,0,0.00111772793560892,9.1735987457846e-05,0.000279449493004571,0,0,0.000399987418336663,0.000175169631709355,0.000110793966603638,0.000364180598010693,0.000119416623067433,0.000153507128982284,0,0.000174027944550313,0.000191896580282023,0.000231931123849193,0.00202398867964768,0.000670450521516137,0.000291898806302792,0.00011455151809272,0.000438363932512035,0.000482206809977286,0,0,0.000629336096585733,5.24114898039755e-05,8.14808625588834e-05,0.000323294494259521,0.000240015044646933,0.000387615781743293,0,0.000165125695692707,7.68223346558278e-05,0.000576794895668216,0,0,0,0.000105673805409234,0.000953495781295929,0.000245560090425055,0.000430441510247324,0.000212727965704222,0.000216895360174303
"BIOTIN-BIOSYNTHESIS-PWY",0.00246545754986749,0.00201036820918932,0.00351666402338105,0.00402180700819813,0.0029888728090382,0.00452312289845926,0.00346107691145727,0.00293535313704728,0.00288913130991492,0.00237471039951705,0.00291584843521091,0.00389583992779834,0.00297372296629682,0.00297183527081201,0.00531364608949641,0.00302285285246553,0.00329275440799212,0.0023281311507761,0.00483747888069041,0.00384268722905133,0.00307307178816385,0.00350550479475532,0.0033722184870067,0.0039408865131003,0.00371516541602436,0.00215124562038709,0.00341052112399963,0.00349649352907014,0.00274650166633047,0.00362513702906762,0.00422159848997368,0.00279415488361422,0.00378271136192996,0.00286758735935296,0.00385026477926366,0.0044847789390814,0.0033861623803524,0.00311433105432089,0.00293813420695349,0.0032639860672102,0.00502885253240751,0.00145320132408009,0.0045977978122934,0.00333805567951974,0.00396892641357252
"BRANCHED-CHAIN-AA-SYN-PWY",0.00829499964473317,0.00907952833272078,0.0084283072776618,0.00799378006053305,0.00907492567484852,0.00895848709489126,0.00864147659985564,0.00765306529357769,0.00850346708443123,0.00873423351149968,0.00834405488782949,0.00816800136708462,0.00909152944849648,0.00835418902706268,0.00851015640242228,0.00865612260082036,0.00815218703809259,0.00817629411071403,0.00643538113579259,0.00791658673426861,0.00824802789471784,0.00831354588479996,0.00812609048040226,0.00769289075173942,0.00789961366132387,0.00922419147025186,0.00777729358692319,0.00783997969025969,0.00870055517734513,0.00766845235565711,0.00838644797690886,0.00832374435872386,0.00836961154293795,0.00858300317183448,0.00832683846578164,0.00748804139794726,0.00779908170826872,0.00721974352655228,0.00837783982451388,0.00885840309013003,0.0074946057236416,0.00888329414016696,0.00819262440142227,0.00855145469372656,0.00853360267680052
"CALVIN-PWY",0.0068286449751786,0.00789763775798716,0.00664004765334527,0.00605124753530649,0.00702963489342153,0.00631950372339794,0.00704397723590388,0.00683482298476647,0.00657897885168286,0.00724608548102103,0.00690566910389427,0.00612744477799699,0.00733739969769038,0.00722534559446342,0.00671926797509911,0.00690151722234903,0.00704351208101567,0.00722552928114431,0.00588579311401632,0.006350009418108,0.00735217082916789,0.00700125037034923,0.00679668090175831,0.00641261047200218,0.00681708666420526,0.00741649524780649,0.00712187775517269,0.00721384321920953,0.00683260317382967,0.00714989430140566,0.00728742526475839,0.00704457041761187,0.00663678063065848,0.007466284902862,0.00637163387940531,0.00686348600144631,0.00737098854004333,0.00694965037698588,0.00764035515184549,0.00667215907781756,0.0067134957847151,0.00639842166465696,0.00663597757407893,0.00602860706058476,0.00694790179799933
"CATECHOL-ORTHO-CLEAVAGE-PWY",9.15720117707838e-05,8.32449939880374e-05,0,0,0,0,0,0,0,0,0,0,3.57012904865709e-05,0,0,4.79769795916798e-06,0,0.000141578345094115,0.00184591242242546,0.000217575856505282,0,0,2.12074506882855e-05,0.000180567843090629,0,0,0,0,0,0,0,0,0.00021649688270703,0,0,0,0,0,0,0,0,0,0,0,0
"CENTBENZCOA-PWY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72625655246378e-05,0,0,4.34149509235928e-05,0,0,0,0,0,0.000112820984837367,0,0,7.80137425635056e-05,0,0,0,0,0,0,0,0,0
"CENTFERM-PWY",0,0,0,0.000701666133348302,0,0.000139084537856474,4.67974096893537e-05,0.000200365948883702,0.00190866042361962,0.000362254521600042,0,0.000112703585032418,0,0.000158179419597872,0.000814729660728679,0,0.000855376266649822,0.000355548132567801,0.000117007438911011,0,0.000927234532431974,0.000227858229244988,0,0.00112416555862648,0,0,0.000943517052453013,0,0,0.00105480201230604,0,0,0.00118045345700986,0.000116900596697604,0.0001040385350349,0.000528857744724107,0,0.000112909167702136,0.000543344067871004,6.84993672873179e-05,8.69990086222303e-05,0,0.000407772666706417,0.000358893804535136,0.000410597879627528
